Alloy,No,S_Phase,Phase,a (�),delta,Tm (K),D_Tm (K),Hmix (kJ/mol),?Hmix (kJ/mol),Sid (kJ/mol),Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus (GPa),D_Bulk (GPa),Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ne,Ni,Ns,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr
Al0.12CoCrFeMnNi,6,SS+IM,BCC+FCC+B2,1.271257813,0.037699741,1780.862578,249.1860795,-5.450439453,3.153906117,1.682848116,1.76234375,0.138752727,7.8828125,1.589128563,159.984375,25.5666972,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.14CoCrFeMnNi,6,SS+IM,BCC+FCC+B2,1.271883268,0.038422065,1777.565331,254.2347018,-5.653378552,3.276145955,1.690604792,1.761750973,0.138806924,7.86381323,1.614903188,159.6575875,26.04708903,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.15CoCrFeMnNi,6,SS+IM,BCC+FCC+B2,1.272194175,0.038773275,1775.926311,256.6916068,-5.753605429,3.334595403,1.694252637,1.761456311,0.138832915,7.854368932,1.627481031,159.4951456,26.28110687,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.16CoCrFeMnNi,6,SS+IM,BCC+B2,1.272503876,0.039118133,1774.293643,259.1055216,-5.853013641,3.391401322,1.697760811,1.761162791,0.138858178,7.84496124,1.63986014,159.3333333,26.51117457,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.18CoCrFeMnNi,6,SS+IM,BCC+B2,1.273119691,0.039789576,1771.04722,263.8097619,-6.049402961,3.500436897,1.704392646,1.760579151,0.138906556,7.826254826,1.664043393,159.011583,26.95992774,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.19CoCrFeMnNi,6,SS+IM,BCC+B2,1.273425819,0.040116528,1769.433391,266.1026058,-6.146398328,3.552824405,1.707531179,1.760289017,0.138929687,7.816955684,1.675857581,158.8516378,27.17883315,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.20CoCrFeMnNi,6,SS,FCC,1.273730769,0.040437863,1767.825769,268.3575064,-6.24260355,3.60388592,1.710560084,1.76,0.138952122,7.807692308,1.687493151,158.6923077,27.39422908,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.25CoCrFeMnNi,6,SS+IM,BCC+B2,1.275238095,0.041965707,1759.879524,279.0998743,-6.712018141,3.84136305,1.724242094,1.758571429,0.139054142,7.761904762,1.743143354,157.9047619,28.42183058,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.38CoCrFeMnNi,6,SS,FCC,1.279026022,0.045415977,1739.91052,303.5099505,-7.846768287,4.350733321,1.75103074,1.754981413,0.13924551,7.646840149,1.870778831,155.9256506,30.76463674,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.43CoCrFeMnNi,6,SS,FCC+BCC,1.280434622,0.046576206,1732.484733,311.7745482,-8.252359682,4.515015401,1.75877286,1.753646409,0.139293006,7.604051565,1.914311269,155.1896869,31.55991881,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.49CoCrFeMnNi,6,SS,FCC+BCC,1.282091075,0.047866066,1723.752332,321.0017128,-8.717953822,4.6940109,1.766597007,1.752076503,0.139332476,7.553734062,1.963076674,154.3242259,32.44887496,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.56CoCrFeMnNi,6,SS,FCC+BCC,1.283978417,0.049245569,1713.802734,330.9211443,-9.233476528,4.881392269,1.773997093,1.75028777,0.139355879,7.496402878,2.015672766,153.3381295,33.40562869,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.62CoCrFeMnNi,6,SS,FCC+BCC,1.285558719,0.05033259,1705.471779,338.7789579,-9.652866605,5.026136511,1.77906871,1.748790036,0.139357813,7.448398577,2.057450465,152.5124555,34.16425711,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.68CoCrFeMnNi,6,SS,FCC+BCC,1.287105634,0.051340866,1697.316831,346.103947,-10.05256893,5.158062906,1.783122093,1.747323944,0.139344115,7.401408451,2.096475443,151.7042254,34.87195668,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.75CoCrFeMnNi,6,SS,FCC+BCC,1.288869565,0.052427632,1688.017826,354.0426501,-10.4952741,5.297624099,1.786723603,1.745652174,0.139309667,7.347826087,2.138847631,150.7826087,35.6394463,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.81CoCrFeMnNi,6,SS,FCC+BCC,1.290347676,0.053289729,1680.225594,360.3756902,-10.85551945,5.406245466,1.788958202,1.744251291,0.139265341,7.30292599,2.172700686,150.010327,36.25203272,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.88CoCrFeMnNi,6,SS,FCC+BCC,1.292034014,0.054222305,1671.335646,367.2657702,-11.25456986,5.521456509,1.790688287,1.742653061,0.139197538,7.25170068,2.209575751,149.1292517,36.91878789,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.95CoCrFeMnNi,6,SS,FCC+BCC,1.293680672,0.055083297,1662.654874,373.6671802,-11.6319469,5.625457424,1.791580905,1.741092437,0.13911358,7.201680672,2.243870575,148.2689076,37.53848389,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al1.25CoCrFeMnNi,6,SS,BCC,1.30032,0.058104824,1627.654,396.5124266,-13.0304,5.966567587,1.787952753,1.7348,0.138596392,7,2.366431913,144.8,39.7512264,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.3CoCrFeMo0.1Ni,6,SS,FCC,1.264,0.043289455,1831.054773,334.3479125,-7.262396694,3.878501272,1.616025075,1.813409091,0.118704047,7.840909091,1.953355875,167.2272727,27.29041093,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al0.5CoCrFeMo0.5Ni,6,SS+IM,FCC+IM,1.2856,0.060576449,1880.347,467.8666302,-8.68,4.380546085,1.748067349,1.833,0.152581126,7.5,2.109502311,168.6,36.07824829,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al1.5CoCrFeMo0.5Ni,6,SS+IM,BCC+IM,1.31,0.068408334,1722.534167,554.0220557,-13.19444444,5.681222889,1.748155457,1.795833333,0.162196297,6.75,2.553592241,153.1666667,47.70365698,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al2CoCrFeMo0.5Ni,6,SS,BCC,1.319384615,0.069753896,1661.836923,572.3106672,-14.29585799,5.80546026,1.711845135,1.781538462,0.163511757,6.461538462,2.649103901,147.2307692,50.23353744,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCo0.5CrFeMo0.5Ni,6,SS+IM,BCC+IM,1.3037,0.067573414,1796.894,548.0239054,-11.72,5.231418928,1.748067349,1.806,0.165239221,6.9,2.42693222,158.2,45.14377033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCo1.5CrFeMo0.5Ni,6,SS+IM,BCC+IM,1.294916667,0.06392945,1792.078333,500.3909678,-11.08333333,5.229507883,1.748155457,1.818333333,0.153342391,7.25,2.349645363,161.8333333,42.00363741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCo2CrFeMo0.5Ni,6,SS+IM,FCC+BCC+IM,1.291538462,0.062245099,1790.226154,480.8029036,-10.69822485,5.118444286,1.711845135,1.823076923,0.14824017,7.384615385,2.305126779,163.2307692,40.64509403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCr0.5FeMo0.5Ni,6,IM,IM,1.3039,0.067469311,1755.694,532.9533062,-12.08,5.575538001,1.748067349,1.828,0.158858428,7.2,2.481934729,160.2,45.61973257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCr1.5FeMo0.5Ni,6,IM,IM,1.29475,0.064007355,1826.411667,511.5704227,-10.83333333,4.972358006,1.748155457,1.8,0.15795569,7,2.309401077,160.1666667,41.64499436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCr2FeMo0.5Ni,6,IM,IM,1.291230769,0.062382481,1853.610769,500.4504888,-10.27218935,4.664453949,1.711845135,1.789230769,0.15627695,6.923076923,2.234744469,160.1538462,40.01124102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFe0.5Mo0.5Ni,6,SS+IM,BCC+IM,1.3047,0.067013349,1792.594,548.0650503,-12.56,5.546366017,1.748067349,1.811,0.166640331,7,2.48997992,159.2,45.50340647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFe0.6Mo0.5Ni,6,SS+IM,BCC+IM,1.30345098,0.066761421,1792.954902,542.6712634,-12.3183391,5.501165137,1.757293278,1.811372549,0.165019543,7.019607843,2.469342979,159.4117647,45.07996228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFe1.5Mo0.5Ni,6,SS+IM,BCC+IM,1.294083333,0.064346784,1795.661667,500.359673,-10.5,4.985221214,1.748155457,1.814166667,0.152285824,7.166666667,2.30337916,161,41.73328009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFe2Mo0.5Ni,6,SS+IM,BCC+IM,1.29,0.062979978,1796.841538,480.7473985,-9.704142012,4.689273205,1.711845135,1.815384615,0.146372306,7.230769231,2.224128045,161.6923077,40.16769581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeMo0.1Ni,6,SS,BCC,1.287058824,0.059807509,1707.856863,438.0043908,-12.13379469,5.470874337,1.674389267,1.785490196,0.130599128,7.176470588,2.463107255,154.7058824,40.34911089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeMo0.2Ni,6,SS+IM,BCC+IM,1.290192308,0.061578874,1730.705769,463.448124,-11.95266272,5.431040633,1.710560084,1.792692308,0.139188795,7.153846154,2.444653628,156.1538462,41.27552106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeMo0.3Ni,6,SS+IM,BCC+IM,1.293207547,0.063132976,1752.692453,485.6636424,-11.77643289,5.38628281,1.735856225,1.799622642,0.146647598,7.132075472,2.426564742,157.5471698,42.10076235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeMo0.4Ni,6,SS+IM,BCC+IM,1.296111111,0.064501454,1773.864815,505.2321033,-11.60493827,5.337509784,1.754272341,1.806296296,0.153191919,7.111111111,2.408831488,158.8888889,42.83762048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeMo0.5Ni,6,SS+IM,BCC+IM,1.298909091,0.065709832,1794.267273,522.5863109,-11.43801653,5.285488998,1.767761472,1.812727273,0.158979182,7.090909091,2.391444807,160.1818182,43.49674634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeMo0.5Ni0.5,6,SS+IM,BCC+IM,1.3042,0.067305766,1800.894,547.6523066,-11.08,5.02603462,1.748067349,1.803,0.163587897,6.8,2.315167381,158.2,45.14377033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeMo0.5Ni1.5,6,SS+IM,FCC+BCC+IM,1.2945,0.064129441,1788.745,500.6734116,-11.52777778,5.36800864,1.748155457,1.820833333,0.154567048,7.333333333,2.426703296,161.8333333,42.00363741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeMo0.5Ni2,6,SS+IM,FCC+BCC+IM,1.290769231,0.062597589,1784.072308,481.3037178,-11.4556213,5.348607196,1.711845135,1.827692308,0.150391993,7.538461538,2.437381464,163.2307692,40.64509403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNb0.1Ni,6,SS,BCC,1.286647059,0.059188612,1704.994118,430.6447607,-13.31795463,5.908742672,1.674389267,1.774509804,0.12190182,7.156862745,2.4763394,153.5294118,38.98836073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNb0.25Ni,6,SS+IM,BCC+IM,1.290714286,0.060986832,1734.851429,458.7655226,-14.65759637,6.407686034,1.724242094,1.76952381,0.123615232,7.095238095,2.467015971,154,38.52519275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNb0.5Ni,6,SS+IM,BCC+IM,1.297,0.063318485,1780.994545,495.5926848,-16.52892562,7.034356942,1.767761472,1.761818182,0.125829479,7,2.449489743,154.7272727,37.78670018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNb0.75Ni,6,SS+IM,BCC+IM,1.30273913,0.065024412,1823.125217,523.4340257,-18.02646503,7.477701174,1.786723603,1.754782609,0.127411335,6.913043478,2.430119759,155.3913043,37.08713492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al2CoCrFeNiSi,6,IM,IM,1.286285714,0.075797183,1577.277143,433.9203653,-26.69387755,10.4554117,1.747868097,1.771428571,0.128444382,6.142857143,2.695423181,134.5714286,44.85805277,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNiSi,6,SS+IM,BCC+IM,1.262,0.066112999,1684.578333,372.9252101,-27.33333333,11.66031573,1.791759469,1.798333333,0.119082138,6.666666667,2.560381916,144.3333333,40.99457959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNiSi0.2,6,SS,BCC,1.278769231,0.060184966,1684.205769,400.5846354,-16.39053254,7.834746412,1.710560084,1.782692308,0.120529527,7.076923077,2.510333673,151.1538462,39.87740088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNiSi0.4,6,SS,BCC,1.274111111,0.062138111,1684.309259,393.0967661,-19.83539095,9.299021561,1.754272341,1.787037037,0.120333328,6.962962963,2.53101475,149.2592593,40.30677968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNiSi0.6,6,SS,BCC,1.269785714,0.063733443,1684.405357,386.0136842,-22.75510204,10.33357893,1.777497915,1.791071429,0.120010097,6.857142857,2.54550424,147.5,40.62239003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCrFeNiSi0.8,6,SS+IM,BCC+IM,1.265758621,0.065040799,1684.494828,379.3001861,-25.23186683,11.09473738,1.788636338,1.794827586,0.119586088,6.75862069,2.554983938,145.862069,40.8459884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
